prev_body_ratio,prev_upper_wick_ratio,prev_lower_wick_ratio,prev_wick_to_body_ratio,prev_is_bullish,curr_body_ratio,curr_upper_wick_ratio,curr_lower_wick_ratio,curr_wick_to_body_ratio,curr_is_bullish,label
0.1613,0.2742,0.5645,5.2,1,0.0952,0.8016,0.1032,9.5,1,Doji
0.6316,0.0263,0.3421,0.5833,1,0.0909,0.1818,0.7273,10.0,1,Doji
0.9677,0.0161,0.0161,0.0333,0,0.1134,0.5258,0.3608,7.8182,0,Doji
0.9651,0.0233,0.0116,0.0361,0,0.0461,0.4408,0.5132,20.7143,1,Doji
0.973,0.0135,0.0135,0.0278,0,0.0411,0.4521,0.5068,23.3333,0,Doji
0.9697,0.0152,0.0152,0.0312,0,0.0119,0.4286,0.5595,83.0,0,Doji
0.8462,0.0769,0.0769,0.1818,0,0.1143,0.3571,0.5286,7.75,0,Doji
0.9565,0.0217,0.0217,0.0455,0,0.0315,0.5984,0.3701,30.75,1,Doji
0.9643,0.0179,0.0179,0.037,0,0.0891,0.4059,0.505,10.2222,0,Doji
0.9375,0.0,0.0625,0.0667,1,0.0286,0.4381,0.5333,34.0,1,Doji
0.9429,0.0286,0.0286,0.0606,0,0.1014,0.2464,0.6522,8.8571,0,Doji
0.8182,0.0909,0.0909,0.2222,0,0.0391,0.2578,0.7031,24.6,1,Doji
0.06,0.71,0.23,15.6667,1,0.093,0.1163,0.7907,9.75,1,Doji
0.764,0.0112,0.2247,0.3088,1,0.0615,0.3846,0.5538,15.25,1,Doji
0.973,0.0,0.027,0.0278,0,0.0333,0.3333,0.6333,29.0,0,Doji
0.9577,0.0282,0.0141,0.0441,0,0.0455,0.6932,0.2614,21.0,1,Doji
0.3696,0.0,0.6304,1.7059,1,0.1045,0.2239,0.6716,8.5714,1,Doji
0.5474,0.0947,0.3579,0.8269,1,0.0612,0.5918,0.3469,15.3333,0,Doji
0.991,0.0,0.009,0.0091,0,0.0714,0.4167,0.5119,13.0,0,Doji
0.1837,0.0816,0.7347,4.4444,1,0.0364,0.5091,0.4545,26.5,1,Doji
0.9714,0.0143,0.0143,0.0294,0,0.0896,0.3134,0.597,10.1667,0,Doji
0.6364,0.0519,0.3117,0.5714,1,0.0541,0.8514,0.0946,17.5,0,Doji
0.8333,0.0833,0.0833,0.2,0,0.0377,0.3019,0.6604,25.5,0,Doji
0.9516,0.0269,0.0215,0.0508,1,0.0989,0.5934,0.3077,9.1111,1,Doji
0.0957,0.5745,0.3298,9.4444,1,0.0959,0.2466,0.6575,9.4286,1,Doji
0.84,0.1067,0.0533,0.1905,1,0.1,0.3429,0.5571,9.0,1,Doji
0.819,0.1619,0.019,0.2209,1,0.0991,0.0991,0.8018,9.0909,1,Doji
0.6667,0.1667,0.1667,0.5,0,0.0894,0.5447,0.3659,10.1818,1,Doji
0.9583,0.0139,0.0278,0.0435,0,0.0857,0.3571,0.5571,10.6667,1,Doji
0.7037,0.037,0.2593,0.4211,1,0.0625,0.6562,0.2812,15.0,1,Doji
0.9846,0.0,0.0154,0.0156,0,0.0283,0.1792,0.7925,34.3333,1,Doji
0.7,0.1615,0.1385,0.4286,1,0.04,0.6,0.36,24.0,1,Doji
0.9792,0.0104,0.0104,0.0213,0,0.0366,0.1585,0.8049,26.3333,1,Doji
0.1402,0.7103,0.1495,6.1333,1,0.0494,0.7037,0.2469,19.25,1,Doji
0.126,0.4016,0.4724,6.9375,1,0.1111,0.358,0.5309,8.0,0,Doji
0.4706,0.4588,0.0706,1.125,1,0.0216,0.4892,0.4892,45.3333,1,Doji
0.2647,0.5098,0.2255,2.7778,1,0.0246,0.0492,0.9262,39.6667,1,Doji
0.8434,0.1566,0.0,0.1857,1,0.0986,0.3662,0.5352,9.1429,0,Doji
0.8182,0.1455,0.0364,0.2222,1,0.0556,0.8056,0.1389,17.0,1,Doji
0.9784,0.0144,0.0072,0.0221,0,0.1081,0.2342,0.6577,8.25,1,Doji
0.9487,0.0256,0.0256,0.0541,0,0.0495,0.4158,0.5347,19.2,1,Doji
0.95,0.025,0.025,0.0526,0,0.084,0.5042,0.4118,10.9,1,Doji
0.8889,0.0556,0.0556,0.125,0,0.0862,0.3966,0.5172,10.6,1,Doji
0.1739,0.5761,0.25,4.75,1,0.0566,0.1887,0.7547,16.6667,0,Doji
0.1125,0.5625,0.325,7.8889,1,0.0761,0.5761,0.3478,12.1429,0,Doji
0.2769,0.0154,0.7077,2.6111,1,0.087,0.4565,0.4565,10.5,1,Doji
0.9706,0.0196,0.0098,0.0303,0,0.0124,0.4783,0.5093,79.5,1,Doji
0.5603,0.0172,0.4224,0.7846,1,0.0494,0.358,0.5926,19.25,0,Doji
0.1615,0.5652,0.2733,5.1923,1,0.1069,0.7557,0.1374,8.3571,0,Doji
0.9706,0.0147,0.0147,0.0303,0,0.0247,0.7037,0.2716,39.5,0,Doji
0.9167,0.0417,0.0417,0.0909,0,0.0588,0.3155,0.6257,16.0,1,Doji
0.6942,0.2066,0.0992,0.4405,1,0.1111,0.463,0.4259,8.0,0,Doji
0.8571,0.0952,0.0476,0.1667,0,0.0182,0.7818,0.2,54.0,0,Doji
0.9302,0.0233,0.0465,0.075,0,0.0851,0.3191,0.5957,10.75,1,Doji
0.1441,0.1525,0.7034,5.9412,1,0.1042,0.6042,0.2917,8.6,0,Doji
0.4918,0.2787,0.2295,1.0333,1,0.0923,0.5077,0.4,9.8333,0,Doji
0.9722,0.0093,0.0185,0.0286,0,0.05,0.75,0.2,19.0,0,Doji
0.9286,0.0357,0.0357,0.0769,0,0.0395,0.6316,0.3289,24.3333,1,Doji
0.9565,0.0435,0.0,0.0455,1,0.0667,0.7778,0.1556,14.0,1,Doji
0.7778,0.1111,0.1111,0.2857,0,0.1023,0.2273,0.6705,8.7778,0,Doji
0.5238,0.3095,0.1667,0.9091,1,0.06,0.62,0.32,15.6667,0,Doji
0.8846,0.0769,0.0385,0.1304,0,0.0225,0.6404,0.3371,43.5,1,Doji
0.9423,0.0385,0.0192,0.0612,0,0.0769,0.1923,0.7308,12.0,0,Doji
0.3293,0.5,0.1707,2.037,1,0.1034,0.6379,0.2586,8.6667,0,Doji
0.7407,0.2593,0.0,0.35,1,0.0526,0.5263,0.4211,18.0,0,Doji
0.8743,0.1257,0.0,0.1437,1,0.0133,0.5867,0.4,74.0,0,Doji
0.5926,0.1605,0.2469,0.6875,1,0.0732,0.3008,0.626,12.6667,1,Doji
0.3171,0.4634,0.2195,2.1538,1,0.0556,0.6481,0.2963,17.0,0,Doji
0.8182,0.1212,0.0606,0.2222,1,0.082,0.3115,0.6066,11.2,1,Doji
0.8182,0.0909,0.0909,0.2222,0,0.0583,0.6167,0.325,16.1429,0,Doji
0.4859,0.162,0.3521,1.058,1,0.1023,0.1364,0.7614,8.7778,1,Doji
0.9904,0.0,0.0096,0.0097,0,0.05,0.3125,0.6375,19.0,1,Doji
0.6939,0.3061,0.0,0.4412,1,0.0185,0.4444,0.537,53.0,0,Doji
0.0588,0.3529,0.5882,16.0,1,0.0123,0.3457,0.642,80.0,0,Doji
0.5063,0.2152,0.2785,0.975,1,0.0612,0.2041,0.7347,15.3333,1,Doji
0.3261,0.2826,0.3913,2.0667,1,0.0732,0.1585,0.7683,12.6667,0,Doji
0.75,0.125,0.125,0.3333,0,0.0185,0.3333,0.6481,53.0,0,Doji
0.96,0.02,0.02,0.0417,0,0.1143,0.2286,0.6571,7.75,0,Doji
0.7273,0.1818,0.0909,0.375,0,0.0667,0.4667,0.4667,14.0,1,Doji
0.3196,0.1753,0.5052,2.129,1,0.0926,0.5185,0.3889,9.8,1,Doji
0.6336,0.3588,0.0076,0.5783,1,0.0556,0.6667,0.2778,17.0,1,Doji
0.6429,0.1071,0.25,0.5556,1,0.1098,0.5732,0.3171,8.1111,1,Doji
0.5,0.3333,0.1667,1.0,0,0.0465,0.1395,0.814,20.5,0,Doji
0.6268,0.1268,0.2465,0.5955,1,0.1026,0.3846,0.5128,8.75,1,Doji
0.6,0.2,0.2,0.6667,0,0.0267,0.5733,0.4,36.5,0,Doji
0.9457,0.0543,0.0,0.0575,1,0.05,0.625,0.325,19.0,1,Doji
0.8889,0.0556,0.0556,0.125,0,0.0357,0.0893,0.875,27.0,0,Doji
0.0263,0.3684,0.6053,37.0,1,0.0909,0.2909,0.6182,10.0,0,Doji
0.7037,0.0963,0.2,0.4211,1,0.0824,0.4353,0.4824,11.1429,0,Doji
0.9832,0.0084,0.0084,0.0171,0,0.1077,0.2462,0.6462,8.2857,0,Doji
0.7895,0.2105,0.0,0.2667,1,0.0357,0.3214,0.6429,27.0,0,Doji
0.45,0.2071,0.3429,1.2222,1,0.1016,0.6562,0.2422,8.8462,0,Doji
0.1933,0.084,0.7227,4.1739,1,0.044,0.3956,0.5604,21.75,0,Doji
0.5,0.4364,0.0636,1.0,1,0.066,0.4434,0.4906,14.1429,0,Doji
0.5487,0.2566,0.1947,0.8226,1,0.0986,0.2817,0.6197,9.1429,1,Doji
0.7232,0.2679,0.0089,0.3827,1,0.0259,0.8017,0.1724,37.6667,0,Doji
0.9714,0.0143,0.0143,0.0294,0,0.1,0.0625,0.8375,9.0,1,Doji
0.4796,0.0714,0.449,1.0851,1,0.1,0.6,0.3,9.0,0,Doji
0.6667,0.1667,0.1667,0.5,0,0.0769,0.1154,0.8077,12.0,0,Doji
0.1359,0.5534,0.3107,6.3571,1,0.0909,0.303,0.6061,10.0,1,Doji
0.9903,0.0,0.0097,0.0098,0,0.0571,0.8286,0.1143,16.5,1,Doji
0.9535,0.0233,0.0233,0.0488,0,0.0323,0.5,0.4677,30.0,0,Doji
0.9512,0.0244,0.0244,0.0513,0,0.1231,0.2462,0.6308,7.125,1,Doji
0.8571,0.0714,0.0714,0.1667,0,0.0909,0.6364,0.2727,10.0,1,Doji
0.9744,0.0085,0.0171,0.0263,0,0.0208,0.75,0.2292,47.0,0,Doji
0.5,0.425,0.075,1.0,1,0.1111,0.4,0.4889,8.0,0,Doji
0.7273,0.1818,0.0909,0.375,0,0.0824,0.1412,0.7765,11.1429,1,Doji
0.5,0.2917,0.2083,1.0,1,0.0875,0.225,0.6875,10.4286,1,Doji
0.9733,0.0133,0.0133,0.0274,0,0.0825,0.2474,0.6701,11.125,0,Doji
0.9778,0.0111,0.0111,0.0227,0,0.0485,0.3689,0.5825,19.6,0,Doji
0.4412,0.3529,0.2059,1.2667,1,0.036,0.1802,0.7838,26.75,1,Doji
0.6061,0.1364,0.2576,0.65,1,0.0926,0.0185,0.8889,9.8,0,Doji
0.4143,0.1143,0.4714,1.4138,1,0.0625,0.5,0.4375,15.0,0,Doji
0.7901,0.1605,0.0494,0.2656,1,0.0513,0.0256,0.9231,18.5,1,Doji
0.7222,0.0556,0.2222,0.3846,1,0.0417,0.1875,0.7708,23.0,1,Doji
0.1149,0.8391,0.046,7.7,1,0.1053,0.5368,0.3579,8.5,0,Doji
0.9759,0.012,0.012,0.0247,0,0.1024,0.6614,0.2362,8.7692,1,Doji
0.8608,0.0633,0.0759,0.1618,1,0.0462,0.4769,0.4769,20.6667,1,Doji
0.4138,0.3678,0.2184,1.4167,1,0.0769,0.7949,0.1282,12.0,0,Doji
0.1667,0.3452,0.4881,5.0,1,0.0641,0.1923,0.7436,14.6,1,Doji
0.9574,0.0213,0.0213,0.0444,0,0.0217,0.8406,0.1377,45.0,0,Doji
0.5484,0.0161,0.4355,0.8235,1,0.0714,0.6429,0.2857,13.0,0,Doji
0.95,0.025,0.025,0.0526,0,0.0222,0.4222,0.5556,44.0,1,Doji
0.9785,0.0108,0.0108,0.022,0,0.0429,0.7643,0.1929,22.3333,1,Doji
0.6979,0.1354,0.1667,0.4328,1,0.0933,0.4,0.5067,9.7143,0,Doji
0.09,0.34,0.57,10.1111,1,0.0824,0.4059,0.5118,11.1429,1,Doji
0.9434,0.0377,0.0189,0.06,0,0.0549,0.5824,0.3626,17.2,0,Doji
0.6,0.2,0.2,0.6667,0,0.0759,0.443,0.481,12.1667,1,Doji
0.4937,0.5063,0.0,1.0256,1,0.0396,0.2178,0.7426,24.25,0,Doji
0.9231,0.0,0.0769,0.0833,0,0.0741,0.7037,0.2222,12.5,1,Doji
0.0377,0.6981,0.2642,25.5,1,0.0208,0.5208,0.4583,47.0,1,Doji
0.8333,0.098,0.0686,0.2,1,0.0714,0.0714,0.8571,13.0,1,Doji
0.9333,0.0333,0.0333,0.0714,0,0.0387,0.2,0.7613,24.8333,0,Doji
0.4545,0.2879,0.2576,1.2,1,0.069,0.3448,0.5862,13.5,1,Doji
0.6154,0.3516,0.033,0.625,1,0.1111,0.1389,0.75,8.0,0,Doji
0.9821,0.0089,0.0089,0.0182,0,0.037,0.7901,0.1728,26.0,1,Doji
0.9917,0.0,0.0083,0.0083,0,0.0789,0.2368,0.6842,11.6667,1,Doji
0.8253,0.1747,0.0,0.2117,1,0.1031,0.7938,0.1031,8.7,1,Doji
0.7105,0.2895,0.0,0.4074,1,0.0838,0.7016,0.2147,10.9375,0,Doji
0.8947,0.1053,0.0,0.1176,1,0.0127,0.481,0.5063,78.0,1,Doji
0.9767,0.0,0.0233,0.0238,0,0.0893,0.1964,0.7143,10.2,1,Doji
0.875,0.0924,0.0326,0.1429,1,0.0194,0.8641,0.1165,50.5,0,Doji
0.963,0.0123,0.0247,0.0385,0,0.1014,0.4783,0.4203,8.8571,1,Doji
0.9615,0.0128,0.0256,0.04,0,0.0217,0.0217,0.9565,45.0,0,Doji
0.4872,0.0855,0.4274,1.0526,1,0.0333,0.4667,0.5,29.0,0,Doji
0.9954,0.0,0.0046,0.0047,0,0.1053,0.6842,0.2105,8.5,1,Doji
0.8889,0.0556,0.0556,0.125,0,0.1143,0.5143,0.3714,7.75,1,Doji
0.2439,0.7561,0.0,3.1,1,0.0326,0.2065,0.7609,29.6667,1,Doji
0.6348,0.2609,0.1043,0.5753,1,0.039,0.8182,0.1429,24.6667,1,Doji
0.9583,0.0278,0.0139,0.0435,1,0.1,0.875,0.025,9.0,1,Doji
0.5636,0.3273,0.1091,0.7742,1,0.0417,0.875,0.0833,23.0,1,Doji
0.8947,0.0526,0.0526,0.1176,0,0.0222,0.4889,0.4889,44.0,1,Doji
0.6,0.2,0.2,0.6667,0,0.0441,0.1029,0.8529,21.6667,1,Doji
0.43,0.27,0.3,1.3256,1,0.0303,0.2424,0.7273,32.0,1,Doji
0.7069,0.1954,0.0977,0.4146,1,0.0164,0.2295,0.7541,60.0,0,Doji
0.6667,0.2222,0.1111,0.5,0,0.0822,0.3562,0.5616,11.1667,0,Doji
0.9661,0.0169,0.0169,0.0351,0,0.029,0.4348,0.5362,33.5,1,Doji
0.9062,0.0625,0.0312,0.1034,0,0.0175,0.1404,0.8421,56.0,0,Doji
0.9846,0.0,0.0154,0.0156,0,0.1087,0.7826,0.1087,8.2,0,Doji
0.2589,0.1071,0.6339,2.8621,1,0.0667,0.2333,0.7,14.0,0,Doji
0.9524,0.0317,0.0159,0.05,0,0.096,0.328,0.576,9.4167,0,Doji
0.9808,0.0096,0.0096,0.0196,0,0.028,0.1589,0.8131,34.6667,1,Doji
0.9062,0.0625,0.0312,0.1034,0,0.0706,0.0353,0.8941,13.1667,0,Doji
0.5,0.25,0.25,1.0,0,0.0328,0.1803,0.7869,29.5,0,Doji
0.6607,0.3214,0.0179,0.5135,1,0.0448,0.5672,0.3881,21.3333,0,Doji
0.9737,0.0132,0.0132,0.027,0,0.066,0.3396,0.5943,14.1429,0,Doji
0.0514,0.72,0.2286,18.4444,1,0.1034,0.569,0.3276,8.6667,0,Doji
0.598,0.0784,0.3235,0.6721,1,0.069,0.4483,0.4828,13.5,1,Doji
0.977,0.0115,0.0115,0.0235,0,0.0515,0.3897,0.5588,18.4286,1,Doji
0.0253,0.3038,0.6709,38.5,1,0.05,0.5,0.45,19.0,0,Doji
0.9649,0.0175,0.0175,0.0364,0,0.098,0.6667,0.2353,9.2,0,Doji
0.3071,0.55,0.1429,2.2558,1,0.0583,0.4078,0.534,16.1667,1,Doji
0.9487,0.0256,0.0256,0.0541,0,0.0256,0.7179,0.2564,38.0,0,Doji
0.9032,0.0323,0.0645,0.1071,0,0.0227,0.4773,0.5,43.0,0,Doji
0.8571,0.0714,0.0714,0.1667,0,0.0852,0.7557,0.1591,10.7333,0,Doji
0.3947,0.0,0.6053,1.5333,1,0.037,0.5185,0.4444,26.0,1,Doji
0.9574,0.0213,0.0213,0.0444,0,0.06,0.16,0.78,15.6667,1,Doji
0.3247,0.5844,0.0909,2.08,1,0.0952,0.4127,0.4921,9.5,0,Doji
0.1562,0.3281,0.5156,5.4,1,0.0286,0.6857,0.2857,34.0,1,Doji
0.8629,0.1371,0.0,0.1589,1,0.1075,0.2151,0.6774,8.3,0,Doji
0.303,0.6303,0.0667,2.3,1,0.0417,0.2222,0.7361,23.0,0,Doji
0.2549,0.4118,0.3333,2.9231,1,0.0899,0.4831,0.427,10.125,0,Doji
0.7217,0.113,0.1652,0.3855,1,0.0761,0.2826,0.6413,12.1429,1,Doji
0.5833,0.3167,0.1,0.7143,1,0.0577,0.5192,0.4231,16.3333,0,Doji
0.85,0.05,0.1,0.1765,0,0.0312,0.1562,0.8125,31.0,0,Doji
0.2949,0.3077,0.3974,2.3913,1,0.1,0.325,0.575,9.0,1,Doji
0.3492,0.0635,0.5873,1.8636,1,0.0714,0.4286,0.5,13.0,0,Doji
0.5063,0.3291,0.1646,0.975,1,0.0455,0.4697,0.4848,21.0,0,Doji
0.8291,0.0759,0.0949,0.2061,1,0.1087,0.4022,0.4891,8.2,0,Doji
0.9474,0.0175,0.0351,0.0556,0,0.0435,0.3043,0.6522,22.0,1,Doji
0.96,0.02,0.02,0.0417,0,0.0337,0.8202,0.1461,28.6667,1,Doji
0.8462,0.0769,0.0769,0.1818,0,0.125,0.1429,0.7321,7.0,0,Doji
0.4706,0.2353,0.2941,1.125,1,0.0972,0.1528,0.75,9.2857,1,Doji
0.9811,0.0,0.0189,0.0192,0,0.02,0.42,0.56,49.0,0,Doji
0.2687,0.0896,0.6418,2.7222,1,0.1132,0.4528,0.434,7.8333,0,Doji
0.8889,0.0556,0.0556,0.125,0,0.0784,0.3529,0.5686,11.75,0,Doji
0.9758,0.0161,0.0081,0.0248,0,0.0864,0.2963,0.6173,10.5714,0,Doji
0.85,0.1,0.05,0.1765,0,0.0444,0.4444,0.5111,21.5,1,Doji
0.9737,0.0088,0.0175,0.027,0,0.0482,0.2892,0.6627,19.75,0,Doji
0.96,0.02,0.02,0.0417,0,0.0588,0.5294,0.4118,16.0,0,Doji
0.1364,0.2727,0.5909,6.3333,1,0.2949,0.0769,0.6282,2.3913,1,Hammer
0.9781,0.0146,0.0073,0.0224,0,0.3222,0.0667,0.6111,2.1034,0,Hammer
0.9688,0.0156,0.0156,0.0323,0,0.2188,0.0,0.7812,3.5714,0,Hammer
0.8,0.1,0.1,0.25,0,0.3051,0.0,0.6949,2.2778,0,Hammer
0.4353,0.5647,0.0,1.2973,1,0.2625,0.0,0.7375,2.8095,0,Hammer
0.931,0.0345,0.0345,0.0741,0,0.2222,0.0707,0.7071,3.5,1,Hammer
0.88,0.0267,0.0933,0.1364,1,0.2941,0.0588,0.6471,2.4,1,Hammer
0.027,0.3649,0.6081,36.0,1,0.2381,0.0595,0.7024,3.2,0,Hammer
0.9792,0.0104,0.0104,0.0213,0,0.3,0.0375,0.6625,2.3333,0,Hammer
0.408,0.12,0.472,1.451,1,0.2286,0.0071,0.7643,3.375,0,Hammer
0.971,0.0145,0.0145,0.0299,0,0.2105,0.0526,0.7368,3.75,1,Hammer
0.9722,0.0139,0.0139,0.0286,0,0.125,0.0521,0.8229,7.0,0,Hammer
0.9857,0.0143,0.0,0.0145,1,0.1846,0.0,0.8154,4.4167,1,Hammer
0.7246,0.2174,0.058,0.38,1,0.0769,0.0154,0.9077,12.0,1,Hammer
0.3098,0.3533,0.337,2.2281,1,0.1366,0.0186,0.8447,6.3182,1,Hammer
0.9796,0.0102,0.0102,0.0208,0,0.2174,0.0,0.7826,3.6,0,Hammer
0.9672,0.0164,0.0164,0.0339,0,0.0361,0.0602,0.9036,26.6667,1,Hammer
0.9583,0.0208,0.0208,0.0435,0,0.1884,0.029,0.7826,4.3077,1,Hammer
0.8,0.1,0.1,0.25,0,0.0328,0.0492,0.918,29.5,0,Hammer
0.9783,0.0217,0.0,0.0222,0,0.2195,0.0,0.7805,3.5556,0,Hammer
0.9455,0.0364,0.0182,0.0577,0,0.1868,0.011,0.8022,4.3529,0,Hammer
0.0964,0.241,0.6627,9.375,1,0.2292,0.0,0.7708,3.3636,1,Hammer
0.7,0.2,0.1,0.4286,0,0.2245,0.0408,0.7347,3.4545,1,Hammer
0.8829,0.0721,0.045,0.1327,1,0.2627,0.0593,0.678,2.8065,1,Hammer
0.92,0.04,0.04,0.087,0,0.1818,0.0114,0.8068,4.5,1,Hammer
0.9556,0.0222,0.0222,0.0465,0,0.2059,0.049,0.7451,3.8571,0,Hammer
0.9565,0.0,0.0435,0.0455,0,0.1895,0.0065,0.8039,4.2759,1,Hammer
0.9615,0.0192,0.0192,0.04,0,0.2816,0.0388,0.6796,2.5517,0,Hammer
0.8571,0.0952,0.0476,0.1667,0,0.283,0.0189,0.6981,2.5333,0,Hammer
0.9423,0.0385,0.0192,0.0612,0,0.1099,0.0879,0.8022,8.1,0,Hammer
0.6406,0.1094,0.25,0.561,1,0.1735,0.0204,0.8061,4.7647,0,Hammer
0.913,0.0435,0.0435,0.0952,0,0.3111,0.0444,0.6444,2.2143,1,Hammer
0.5352,0.1127,0.3521,0.8684,1,0.0769,0.0513,0.8718,12.0,1,Hammer
0.9726,0.0137,0.0137,0.0282,0,0.0202,0.0404,0.9394,48.5,0,Hammer
0.05,0.6,0.35,19.0,1,0.3023,0.0233,0.6744,2.3077,1,Hammer
0.8404,0.0957,0.0638,0.1899,1,0.0385,0.0,0.9615,25.0,0,Hammer
0.5563,0.007,0.4366,0.7975,1,0.2662,0.0576,0.6763,2.7568,0,Hammer
0.95,0.0167,0.0333,0.0526,0,0.2143,0.0536,0.7321,3.6667,1,Hammer
0.963,0.0247,0.0123,0.0385,0,0.0488,0.0732,0.878,19.5,1,Hammer
0.9189,0.0541,0.027,0.0882,0,0.2683,0.0,0.7317,2.7273,0,Hammer
0.3803,0.0282,0.5915,1.6296,1,0.0133,0.0267,0.96,74.0,1,Hammer
0.6429,0.0,0.3571,0.5556,1,0.1034,0.0345,0.8621,8.6667,0,Hammer
0.8182,0.0909,0.0909,0.2222,0,0.2222,0.0278,0.75,3.5,1,Hammer
0.2647,0.5098,0.2255,2.7778,1,0.0246,0.0492,0.9262,39.6667,1,Hammer
0.6308,0.1231,0.2462,0.5854,1,0.2609,0.0119,0.7273,2.8333,1,Hammer
0.5,0.1667,0.3333,1.0,0,0.1282,0.0256,0.8462,6.8,1,Hammer
0.3333,0.3636,0.303,2.0,1,0.2951,0.0164,0.6885,2.3889,1,Hammer
0.6682,0.1517,0.1801,0.4965,1,0.1515,0.0,0.8485,5.6,1,Hammer
0.3333,0.3333,0.3333,2.0,0,0.3265,0.0204,0.6531,2.0625,0,Hammer
0.6842,0.0175,0.2982,0.4615,1,0.0792,0.0594,0.8614,11.625,0,Hammer
0.1981,0.3962,0.4057,4.0476,1,0.2742,0.0161,0.7097,2.6471,1,Hammer
0.9783,0.0109,0.0109,0.0222,0,0.3068,0.0568,0.6364,2.2593,0,Hammer
0.85,0.1,0.05,0.1765,0,0.165,0.0874,0.7476,5.0588,0,Hammer
0.7045,0.2955,0.0,0.4194,1,0.1864,0.0508,0.7627,4.3636,0,Hammer
0.7385,0.2462,0.0154,0.3542,1,0.2963,0.037,0.6667,2.375,0,Hammer
0.9,0.05,0.05,0.1111,0,0.1827,0.0673,0.75,4.4737,1,Hammer
0.5638,0.1409,0.2953,0.7738,1,0.0482,0.0723,0.8795,19.75,1,Hammer
0.4044,0.1544,0.4412,1.4727,1,0.2875,0.0,0.7125,2.4783,0,Hammer
0.8667,0.0667,0.0667,0.1538,0,0.1149,0.0608,0.8243,7.7059,0,Hammer
0.931,0.0345,0.0345,0.0741,0,0.2444,0.0,0.7556,3.0909,0,Hammer
0.7669,0.0902,0.1429,0.3039,1,0.3226,0.0,0.6774,2.1,0,Hammer
0.4,0.4,0.2,1.5,0,0.2609,0.0,0.7391,2.8333,0,Hammer
0.4713,0.1019,0.4268,1.1216,1,0.2336,0.0,0.7664,3.2812,0,Hammer
0.433,0.4639,0.1031,1.3095,1,0.2105,0.0658,0.7237,3.75,1,Hammer
0.963,0.0185,0.0185,0.0385,0,0.3036,0.0357,0.6607,2.2941,0,Hammer
0.377,0.2951,0.3279,1.6522,1,0.129,0.0806,0.7903,6.75,0,Hammer
0.973,0.0135,0.0135,0.0278,0,0.2545,0.0364,0.7091,2.9286,0,Hammer
0.9592,0.0204,0.0204,0.0426,0,0.2955,0.0568,0.6477,2.3846,0,Hammer
0.2477,0.0917,0.6606,3.037,1,0.058,0.029,0.913,16.25,0,Hammer
0.5962,0.2115,0.1923,0.6774,1,0.1744,0.0233,0.8023,4.7333,0,Hammer
0.9773,0.0,0.0227,0.0233,0,0.2857,0.0,0.7143,2.5,0,Hammer
0.6486,0.3108,0.0405,0.5417,1,0.1029,0.0441,0.8529,8.7143,0,Hammer
0.2273,0.5606,0.2121,3.4,1,0.2761,0.0299,0.694,2.6216,0,Hammer
0.1402,0.3902,0.4695,6.1304,1,0.2043,0.086,0.7097,3.8947,1,Hammer
0.3,0.1857,0.5143,2.3333,1,0.1186,0.0847,0.7966,7.4286,0,Hammer
0.0263,0.4342,0.5395,37.0,1,0.2143,0.0,0.7857,3.6667,0,Hammer
0.234,0.0638,0.7021,3.2727,1,0.2609,0.0435,0.6957,2.8333,0,Hammer
0.0779,0.5325,0.3896,11.8333,1,0.1824,0.0176,0.8,4.4839,0,Hammer
0.3333,0.3333,0.3333,2.0,0,0.1702,0.0106,0.8191,4.875,0,Hammer
0.6778,0.0778,0.2444,0.4754,1,0.2381,0.0,0.7619,3.2,0,Hammer
0.8125,0.0729,0.1146,0.2308,1,0.2432,0.027,0.7297,3.1111,0,Hammer
