prev_body_ratio,prev_upper_wick_ratio,prev_lower_wick_ratio,prev_wick_to_body_ratio,prev_is_bullish,curr_body_ratio,curr_upper_wick_ratio,curr_lower_wick_ratio,curr_wick_to_body_ratio,curr_is_bullish,label
0.92,0.04,0.04,0.087,0,0.6449,0.2536,0.1014,0.5506,1,BullishEngulfing
0.9412,0.0196,0.0392,0.0625,0,0.8156,0.1206,0.0638,0.2261,1,BullishEngulfing
0.875,0.0625,0.0625,0.1429,0,0.8497,0.1503,0.0,0.1769,1,BullishEngulfing
0.6,0.2,0.2,0.6667,0,0.7612,0.2239,0.0149,0.3137,1,BullishEngulfing
0.8571,0.0714,0.0714,0.1667,0,0.3455,0.0818,0.5727,1.8947,1,BullishEngulfing
0.9592,0.0204,0.0204,0.0426,0,0.6953,0.2109,0.0938,0.4382,1,BullishEngulfing
0.9429,0.0286,0.0286,0.0606,0,0.6418,0.1567,0.2015,0.5581,1,BullishEngulfing
0.8571,0.0714,0.0714,0.1667,0,0.729,0.0654,0.2056,0.3718,1,BullishEngulfing
0.9,0.0,0.1,0.1111,0,0.52,0.28,0.2,0.9231,1,BullishEngulfing
0.9592,0.0204,0.0204,0.0426,0,0.7431,0.1743,0.0826,0.3457,1,BullishEngulfing
0.8,0.1333,0.0667,0.25,0,0.5811,0.3243,0.0946,0.7209,1,BullishEngulfing
0.9897,0.0,0.0103,0.0104,0,0.7632,0.114,0.1228,0.3103,1,BullishEngulfing
0.7143,0.1429,0.1429,0.4,0,0.7231,0.2769,0.0,0.383,1,BullishEngulfing
0.9821,0.0,0.0179,0.0182,0,0.8482,0.1518,0.0,0.1789,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.758,0.0731,0.1689,0.3193,1,BullishEngulfing
0.9714,0.0,0.0286,0.0294,0,0.8926,0.0579,0.0496,0.1204,1,BullishEngulfing
0.8333,0.0556,0.1111,0.2,0,0.6498,0.2673,0.0829,0.539,1,BullishEngulfing
0.8462,0.0769,0.0769,0.1818,0,0.7451,0.1078,0.1471,0.3421,1,BullishEngulfing
0.9655,0.0172,0.0172,0.0357,0,0.8241,0.0653,0.1106,0.2134,1,BullishEngulfing
0.5714,0.1429,0.2857,0.75,0,0.8193,0.1325,0.0482,0.2206,1,BullishEngulfing
0.9,0.05,0.05,0.1111,0,0.75,0.25,0.0,0.3333,1,BullishEngulfing
0.9565,0.0217,0.0217,0.0455,0,0.3882,0.5329,0.0789,1.5763,1,BullishEngulfing
0.9565,0.0,0.0435,0.0455,0,0.5806,0.4194,0.0,0.7222,1,BullishEngulfing
0.6667,0.1667,0.1667,0.5,0,0.5616,0.3151,0.1233,0.7805,1,BullishEngulfing
0.7143,0.1429,0.1429,0.4,0,0.2464,0.1159,0.6377,3.0588,1,BullishEngulfing
0.9623,0.0189,0.0189,0.0392,0,0.614,0.3596,0.0263,0.6286,1,BullishEngulfing
0.9189,0.027,0.0541,0.0882,0,0.7629,0.2062,0.0309,0.3108,1,BullishEngulfing
0.9333,0.0333,0.0333,0.0714,0,0.4359,0.2735,0.2906,1.2941,1,BullishEngulfing
0.9474,0.0263,0.0263,0.0556,0,0.809,0.191,0.0,0.2361,1,BullishEngulfing
0.9773,0.0,0.0227,0.0233,0,0.5435,0.1159,0.3406,0.84,1,BullishEngulfing
0.913,0.0435,0.0435,0.0952,0,0.6574,0.1667,0.1759,0.5211,1,BullishEngulfing
0.9,0.05,0.05,0.1111,0,0.6122,0.2857,0.102,0.6333,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.7625,0.225,0.0125,0.3115,1,BullishEngulfing
0.9545,0.0,0.0455,0.0476,0,0.8374,0.1626,0.0,0.1942,1,BullishEngulfing
0.9512,0.0244,0.0244,0.0513,0,0.4643,0.125,0.4107,1.1538,1,BullishEngulfing
0.9167,0.0417,0.0417,0.0909,0,0.6039,0.3182,0.0779,0.6559,1,BullishEngulfing
0.9825,0.0,0.0175,0.0179,0,0.6831,0.0984,0.2186,0.464,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.814,0.186,0.0,0.2286,1,BullishEngulfing
0.9785,0.0108,0.0108,0.022,0,0.8505,0.0935,0.0561,0.1758,1,BullishEngulfing
0.9592,0.0204,0.0204,0.0426,0,0.6364,0.1061,0.2576,0.5714,1,BullishEngulfing
0.9701,0.0149,0.0149,0.0308,0,0.7945,0.0776,0.1279,0.2586,1,BullishEngulfing
0.9444,0.0,0.0556,0.0588,0,0.6777,0.1901,0.1322,0.4756,1,BullishEngulfing
0.7273,0.0909,0.1818,0.375,0,0.4429,0.2571,0.3,1.2581,1,BullishEngulfing
0.9,0.05,0.05,0.1111,0,0.9327,0.0577,0.0096,0.0722,1,BullishEngulfing
0.8462,0.0769,0.0769,0.1818,0,0.66,0.1333,0.2067,0.5152,1,BullishEngulfing
0.9167,0.0417,0.0417,0.0909,0,0.7518,0.0365,0.2117,0.3301,1,BullishEngulfing
0.9259,0.037,0.037,0.08,0,0.5799,0.1302,0.2899,0.7245,1,BullishEngulfing
0.8182,0.0909,0.0909,0.2222,0,0.7174,0.1304,0.1522,0.3939,1,BullishEngulfing
0.8333,0.1111,0.0556,0.2,0,0.8143,0.1,0.0857,0.2281,1,BullishEngulfing
0.8333,0.0833,0.0833,0.2,0,0.624,0.16,0.216,0.6026,1,BullishEngulfing
0.8667,0.0667,0.0667,0.1538,0,0.9659,0.0341,0.0,0.0353,1,BullishEngulfing
0.9167,0.0417,0.0417,0.0909,0,0.7436,0.0513,0.2051,0.3448,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.7687,0.102,0.1293,0.3009,1,BullishEngulfing
0.7692,0.1538,0.0769,0.3,0,0.75,0.15,0.1,0.3333,1,BullishEngulfing
0.8,0.0667,0.1333,0.25,0,0.878,0.122,0.0,0.1389,1,BullishEngulfing
0.8125,0.0625,0.125,0.2308,0,0.7027,0.2838,0.0135,0.4231,1,BullishEngulfing
0.913,0.0435,0.0435,0.0952,0,0.7063,0.0635,0.2302,0.4157,1,BullishEngulfing
0.3333,0.3333,0.3333,2.0,0,0.1932,0.125,0.6818,4.1765,1,BullishEngulfing
0.8,0.1,0.1,0.25,0,0.5062,0.179,0.3148,0.9756,1,BullishEngulfing
0.9714,0.0,0.0286,0.0294,0,0.5361,0.4639,0.0,0.8654,1,BullishEngulfing
0.9697,0.0152,0.0152,0.0312,0,0.8091,0.0545,0.1364,0.236,1,BullishEngulfing
0.9775,0.0112,0.0112,0.023,0,0.7826,0.0593,0.1581,0.2778,1,BullishEngulfing
0.9556,0.0222,0.0222,0.0465,0,0.6488,0.0893,0.2619,0.5413,1,BullishEngulfing
0.8667,0.0667,0.0667,0.1538,0,0.7429,0.2143,0.0429,0.3462,1,BullishEngulfing
0.9851,0.0,0.0149,0.0152,0,0.8761,0.1062,0.0177,0.1414,1,BullishEngulfing
0.9784,0.0072,0.0144,0.0221,0,0.8063,0.0791,0.1146,0.2402,1,BullishEngulfing
0.8,0.0667,0.1333,0.25,0,0.2364,0.2,0.5636,3.2308,1,BullishEngulfing
0.9692,0.0154,0.0154,0.0317,0,0.7736,0.1604,0.066,0.2927,1,BullishEngulfing
0.9429,0.0286,0.0286,0.0606,0,0.6395,0.1977,0.1628,0.5636,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.7875,0.0625,0.15,0.2698,1,BullishEngulfing
0.9355,0.0323,0.0323,0.069,0,0.9587,0.0413,0.0,0.0431,1,BullishEngulfing
0.9508,0.0164,0.0328,0.0517,0,0.7266,0.0647,0.2086,0.3762,1,BullishEngulfing
0.9355,0.0323,0.0323,0.069,0,0.2543,0.185,0.5607,2.9318,1,BullishEngulfing
0.9661,0.0169,0.0169,0.0351,0,0.7763,0.2237,0.0,0.2881,1,BullishEngulfing
0.8889,0.0556,0.0556,0.125,0,0.4839,0.4839,0.0323,1.0667,1,BullishEngulfing
0.875,0.0625,0.0625,0.1429,0,0.4824,0.4235,0.0941,1.0732,1,BullishEngulfing
0.9362,0.0213,0.0426,0.0682,0,0.9333,0.0571,0.0095,0.0714,1,BullishEngulfing
0.95,0.025,0.025,0.0526,0,0.8458,0.0417,0.1125,0.1823,1,BullishEngulfing
0.9556,0.0222,0.0222,0.0465,0,0.7872,0.0957,0.117,0.2703,1,BullishEngulfing
0.9091,0.0455,0.0455,0.1,0,0.5714,0.0317,0.3968,0.75,1,BullishEngulfing
0.9211,0.0526,0.0263,0.0857,0,0.7955,0.0455,0.1591,0.2571,1,BullishEngulfing
0.8824,0.0588,0.0588,0.1333,0,0.92,0.02,0.06,0.087,1,BullishEngulfing
0.9474,0.0263,0.0263,0.0556,0,0.7667,0.2167,0.0167,0.3043,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.4615,0.4872,0.0513,1.1667,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.2885,0.6731,0.0385,2.4667,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.5,0.0294,0.4706,1.0,1,BullishEngulfing
0.9459,0.027,0.027,0.0571,0,0.8165,0.0367,0.1468,0.2247,1,BullishEngulfing
0.6667,0.1667,0.1667,0.5,0,0.9884,0.0116,0.0,0.0118,1,BullishEngulfing
0.9388,0.0204,0.0408,0.0652,0,0.8842,0.0842,0.0316,0.131,1,BullishEngulfing
0.9512,0.0244,0.0244,0.0513,0,0.7015,0.1269,0.1716,0.4255,1,BullishEngulfing
0.8571,0.0714,0.0714,0.1667,0,0.7922,0.013,0.1948,0.2623,1,BullishEngulfing
0.9524,0.0317,0.0159,0.05,0,0.95,0.01,0.04,0.0526,1,BullishEngulfing
0.9375,0.0208,0.0417,0.0667,0,0.9524,0.006,0.0417,0.05,1,BullishEngulfing
0.9681,0.0213,0.0106,0.033,0,0.994,0.006,0.0,0.006,1,BullishEngulfing
0.9231,0.0385,0.0385,0.0833,0,0.8317,0.1089,0.0594,0.2024,1,BullishEngulfing
0.9,0.0667,0.0333,0.1111,0,0.7612,0.0299,0.209,0.3137,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.8095,0.0952,0.0952,0.2353,1,BullishEngulfing
0.9048,0.0476,0.0476,0.1053,0,0.5966,0.0588,0.3445,0.6761,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.4286,0.1837,0.3878,1.3333,1,BullishEngulfing
0.9623,0.0189,0.0189,0.0392,0,0.879,0.0927,0.0282,0.1376,1,BullishEngulfing
0.9,0.05,0.05,0.1111,0,0.8889,0.085,0.0261,0.125,1,BullishEngulfing
0.9615,0.0192,0.0192,0.04,0,0.5036,0.4891,0.0073,0.9855,1,BullishEngulfing
0.8889,0.0556,0.0556,0.125,0,0.7538,0.2462,0.0,0.3265,1,BullishEngulfing
0.9778,0.0,0.0222,0.0227,0,0.9237,0.0763,0.0,0.0826,1,BullishEngulfing
0.9492,0.0169,0.0339,0.0536,0,0.8814,0.1017,0.0169,0.1346,1,BullishEngulfing
0.8333,0.0833,0.0833,0.2,0,0.4242,0.3939,0.1818,1.3571,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.9583,0.0278,0.0139,0.0435,1,BullishEngulfing
0.8667,0.0667,0.0667,0.1538,0,0.6984,0.1905,0.1111,0.4318,1,BullishEngulfing
0.92,0.04,0.04,0.087,0,0.381,0.0476,0.5714,1.625,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.641,0.0897,0.2692,0.56,1,BullishEngulfing
0.4,0.2,0.4,1.5,0,0.5859,0.2727,0.1414,0.7069,1,BullishEngulfing
0.9455,0.0182,0.0364,0.0577,0,0.5584,0.2143,0.2273,0.7907,1,BullishEngulfing
0.8333,0.0833,0.0833,0.2,0,0.1828,0.5591,0.2581,4.4706,1,BullishEngulfing
0.8824,0.0588,0.0588,0.1333,0,0.8017,0.069,0.1293,0.2473,1,BullishEngulfing
0.9762,0.0119,0.0119,0.0244,0,0.7927,0.1244,0.0829,0.2614,1,BullishEngulfing
0.9556,0.0222,0.0222,0.0465,0,0.6947,0.2,0.1053,0.4394,1,BullishEngulfing
0.3333,0.3333,0.3333,2.0,0,0.843,0.0331,0.124,0.1863,1,BullishEngulfing
0.9355,0.0323,0.0323,0.069,0,0.784,0.0741,0.142,0.2756,1,BullishEngulfing
0.9767,0.0116,0.0116,0.0238,0,0.7075,0.1265,0.166,0.4134,1,BullishEngulfing
0.96,0.02,0.02,0.0417,0,0.5625,0.4271,0.0104,0.7778,1,BullishEngulfing
0.25,0.5,0.25,3.0,0,0.6809,0.1915,0.1277,0.4688,1,BullishEngulfing
0.8,0.1,0.1,0.25,0,0.2945,0.4356,0.2699,2.3958,1,BullishEngulfing
0.8235,0.1176,0.0588,0.2143,0,0.6232,0.029,0.3478,0.6047,1,BullishEngulfing
0.8824,0.0588,0.0588,0.1333,0,0.219,0.619,0.1619,3.5652,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.5319,0.3298,0.1383,0.88,1,BullishEngulfing
0.9663,0.0112,0.0225,0.0349,0,0.5758,0.3939,0.0303,0.7368,1,BullishEngulfing
0.875,0.0625,0.0625,0.1429,0,0.75,0.2115,0.0385,0.3333,1,BullishEngulfing
0.6,0.2,0.2,0.6667,0,0.9134,0.0315,0.0551,0.0948,1,BullishEngulfing
0.9767,0.0116,0.0116,0.0238,0,0.7655,0.0966,0.1379,0.3063,1,BullishEngulfing
0.6667,0.1667,0.1667,0.5,0,0.8031,0.063,0.1339,0.2451,1,BullishEngulfing
0.7857,0.0714,0.1429,0.2727,0,0.2466,0.5205,0.2329,3.0556,1,BullishEngulfing
0.9412,0.0294,0.0294,0.0625,0,0.5445,0.1832,0.2723,0.8365,1,BullishEngulfing
0.9565,0.0217,0.0217,0.0455,0,0.7308,0.1615,0.1077,0.3684,1,BullishEngulfing
0.9592,0.0,0.0408,0.0426,0,0.7805,0.2073,0.0122,0.2812,1,BullishEngulfing
0.8,0.1333,0.0667,0.25,0,0.3538,0.4308,0.2154,1.8261,1,BullishEngulfing
0.7143,0.1429,0.1429,0.4,0,0.5696,0.2278,0.2025,0.7556,1,BullishEngulfing
0.5,0.3333,0.1667,1.0,0,0.5862,0.046,0.3678,0.7059,1,BullishEngulfing
0.9167,0.0417,0.0417,0.0909,0,0.4303,0.0727,0.497,1.3239,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.9278,0.0412,0.0309,0.0778,1,BullishEngulfing
0.875,0.0625,0.0625,0.1429,0,0.7312,0.086,0.1828,0.3676,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.4938,0.4938,0.0123,1.025,1,BullishEngulfing
0.9048,0.0476,0.0476,0.1053,0,0.6044,0.3846,0.011,0.6545,1,BullishEngulfing
0.8462,0.0769,0.0769,0.1818,0,0.6632,0.057,0.2798,0.5078,1,BullishEngulfing
0.9655,0.0115,0.023,0.0357,0,0.7413,0.0979,0.1608,0.3491,1,BullishEngulfing
0.9333,0.0333,0.0333,0.0714,0,0.4061,0.1333,0.4606,1.4627,1,BullishEngulfing
0.8667,0.0667,0.0667,0.1538,0,0.8435,0.0748,0.0816,0.1855,1,BullishEngulfing
0.8462,0.0769,0.0769,0.1818,0,0.33,0.12,0.55,2.0303,1,BullishEngulfing
0.931,0.0345,0.0345,0.0741,0,0.5379,0.1448,0.3172,0.859,1,BullishEngulfing
0.9778,0.0111,0.0111,0.0227,0,0.7136,0.0364,0.25,0.4013,1,BullishEngulfing
0.9048,0.0476,0.0476,0.1053,0,0.8272,0.0453,0.1276,0.209,1,BullishEngulfing
0.8889,0.1111,0.0,0.125,0,0.8378,0.0,0.1622,0.1935,1,BullishEngulfing
0.9545,0.0227,0.0227,0.0476,0,0.6066,0.1721,0.2213,0.6486,1,BullishEngulfing
0.962,0.0127,0.0253,0.0395,0,0.896,0.0644,0.0396,0.116,1,BullishEngulfing
0.9667,0.0,0.0333,0.0345,0,0.7459,0.1602,0.0939,0.3407,1,BullishEngulfing
0.7143,0.1429,0.1429,0.4,0,0.5099,0.0861,0.404,0.961,1,BullishEngulfing
0.9847,0.0076,0.0076,0.0155,0,0.7867,0.0222,0.1911,0.2712,1,BullishEngulfing
0.1728,0.3827,0.4444,4.7857,1,0.8307,0.0,0.1693,0.2038,0,BearishEngulfing
0.3023,0.6977,0.0,2.3077,1,0.52,0.04,0.44,0.9231,0,BearishEngulfing
0.3,0.15,0.55,2.3333,1,0.6885,0.1148,0.1967,0.4524,0,BearishEngulfing
0.4,0.0909,0.5091,1.5,1,0.7683,0.0854,0.1463,0.3016,0,BearishEngulfing
0.0976,0.3659,0.5366,9.25,1,0.7203,0.0508,0.2288,0.3882,0,BearishEngulfing
0.1231,0.7231,0.1538,7.125,1,0.596,0.202,0.202,0.678,0,BearishEngulfing
0.375,0.4896,0.1354,1.6667,1,0.6091,0.2487,0.1421,0.6417,0,BearishEngulfing
0.2326,0.0698,0.6977,3.3,1,0.9125,0.0,0.0875,0.0959,0,BearishEngulfing
0.3883,0.3981,0.2136,1.575,1,0.5,0.3776,0.1224,1.0,0,BearishEngulfing
0.8235,0.0074,0.1691,0.2143,1,0.7431,0.0711,0.1858,0.3457,0,BearishEngulfing
0.1486,0.2162,0.6351,5.7273,1,0.451,0.2353,0.3137,1.2174,0,BearishEngulfing
0.2326,0.6512,0.1163,3.3,1,0.7021,0.1596,0.1383,0.4242,0,BearishEngulfing
0.562,0.438,0.0,0.7794,1,0.7817,0.1624,0.0558,0.2792,0,BearishEngulfing
0.0741,0.1852,0.7407,12.5,1,0.7257,0.1239,0.1504,0.378,0,BearishEngulfing
0.53,0.0,0.47,0.8868,1,0.9286,0.0429,0.0286,0.0769,0,BearishEngulfing
0.2568,0.4189,0.3243,2.8947,1,0.8243,0.0135,0.1622,0.2131,0,BearishEngulfing
0.2394,0.5211,0.2394,3.1765,1,0.6286,0.219,0.1524,0.5909,0,BearishEngulfing
0.3111,0.2444,0.4444,2.2143,1,0.936,0.016,0.048,0.0684,0,BearishEngulfing
0.2121,0.4848,0.303,3.7143,1,0.8022,0.1868,0.011,0.2466,0,BearishEngulfing
0.3,0.2143,0.4857,2.3333,1,0.822,0.0424,0.1356,0.2165,0,BearishEngulfing
0.6901,0.3099,0.0,0.449,1,0.8696,0.0483,0.0821,0.15,0,BearishEngulfing
0.3884,0.1488,0.4628,1.5745,1,0.9283,0.0717,0.0,0.0773,0,BearishEngulfing
0.3294,0.5647,0.1059,2.0357,1,0.8354,0.0443,0.1203,0.197,0,BearishEngulfing
0.0513,0.4872,0.4615,18.5,1,0.381,0.381,0.2381,1.625,0,BearishEngulfing
0.3684,0.2895,0.3421,1.7143,1,0.6234,0.1558,0.2208,0.6042,0,BearishEngulfing
0.068,0.6505,0.2816,13.7143,1,0.9195,0.0057,0.0747,0.0875,0,BearishEngulfing
0.1081,0.7297,0.1622,8.25,1,0.4583,0.125,0.4167,1.1818,0,BearishEngulfing
0.1538,0.0897,0.7564,5.5,1,0.7253,0.0,0.2747,0.3788,0,BearishEngulfing
0.413,0.0652,0.5217,1.4211,1,0.5701,0.0187,0.4112,0.7541,0,BearishEngulfing
0.5286,0.3429,0.1286,0.8919,1,0.8906,0.0703,0.0391,0.1228,0,BearishEngulfing
0.2051,0.3333,0.4615,3.875,1,0.5691,0.1626,0.2683,0.7571,0,BearishEngulfing
0.3797,0.1899,0.4304,1.6333,1,0.9805,0.0,0.0195,0.0199,0,BearishEngulfing
0.6452,0.2419,0.1129,0.55,1,0.7182,0.2273,0.0545,0.3924,0,BearishEngulfing
0.3377,0.2078,0.4545,1.9615,1,0.6627,0.1446,0.1928,0.5091,0,BearishEngulfing
0.5,0.5,0.0,1.0,1,0.6667,0.239,0.0943,0.5,0,BearishEngulfing
0.3559,0.4407,0.2034,1.8095,1,0.8235,0.0756,0.1008,0.2143,0,BearishEngulfing
0.0889,0.0444,0.8667,10.25,1,0.6822,0.2897,0.028,0.4658,0,BearishEngulfing
0.3857,0.6,0.0143,1.5926,1,0.3826,0.3478,0.2696,1.6136,0,BearishEngulfing
0.32,0.42,0.26,2.125,1,0.746,0.0524,0.2016,0.3405,0,BearishEngulfing
0.7563,0.0924,0.1513,0.3222,1,0.9486,0.0158,0.0356,0.0542,0,BearishEngulfing
0.2243,0.1215,0.6542,3.4583,1,0.4803,0.3465,0.1732,1.082,0,BearishEngulfing
0.3846,0.4615,0.1538,1.6,1,0.6961,0.2353,0.0686,0.4366,0,BearishEngulfing
0.1236,0.236,0.6404,7.0909,1,0.3797,0.4937,0.1266,1.6333,0,BearishEngulfing
0.1735,0.6939,0.1327,4.7647,1,0.4839,0.2796,0.2366,1.0667,0,BearishEngulfing
0.8,0.2,0.0,0.25,1,0.4621,0.2879,0.25,1.1639,0,BearishEngulfing
0.0938,0.6562,0.25,9.6667,1,0.9182,0.0,0.0818,0.0891,0,BearishEngulfing
0.2381,0.2222,0.5397,3.2,1,0.8026,0.0,0.1974,0.246,0,BearishEngulfing
0.2727,0.2879,0.4394,2.6667,1,0.9016,0.0,0.0984,0.1091,0,BearishEngulfing
0.0192,0.4808,0.5,51.0,1,0.7647,0.1029,0.1324,0.3077,0,BearishEngulfing
0.0541,0.8378,0.1081,17.5,1,0.6833,0.0667,0.25,0.4634,0,BearishEngulfing
0.0227,0.6364,0.3409,43.0,1,0.5213,0.3191,0.1596,0.9184,0,BearishEngulfing
0.2848,0.3671,0.3481,2.5111,1,0.4597,0.3468,0.1935,1.1754,0,BearishEngulfing
0.2784,0.1546,0.567,2.5926,1,0.5943,0.0472,0.3585,0.6825,0,BearishEngulfing
0.9231,0.0769,0.0,0.0833,1,0.8333,0.0,0.1667,0.2,0,BearishEngulfing
0.025,0.675,0.3,39.0,1,0.4896,0.3542,0.1562,1.0426,0,BearishEngulfing
0.6905,0.2381,0.0714,0.4483,1,0.7183,0.0141,0.2676,0.3922,0,BearishEngulfing
0.1096,0.4247,0.4658,8.125,1,0.4465,0.1006,0.4528,1.2394,0,BearishEngulfing
0.25,0.1429,0.6071,3.0,1,0.6395,0.1837,0.1769,0.5638,0,BearishEngulfing
0.625,0.1607,0.2143,0.6,1,0.5989,0.0395,0.3616,0.6698,0,BearishEngulfing
0.2254,0.2113,0.5634,3.4375,1,0.6019,0.2718,0.1262,0.6613,0,BearishEngulfing
0.6071,0.2321,0.1607,0.6471,1,0.9143,0.0,0.0857,0.0938,0,BearishEngulfing
0.2105,0.7895,0.0,3.75,1,0.5465,0.3372,0.1163,0.8298,0,BearishEngulfing
0.3619,0.3238,0.3143,1.7632,1,0.8973,0.0324,0.0703,0.1145,0,BearishEngulfing
0.6017,0.0678,0.3305,0.662,1,0.9139,0.0478,0.0383,0.0942,0,BearishEngulfing
0.0988,0.5556,0.3457,9.125,1,0.2636,0.5455,0.1909,2.7931,0,BearishEngulfing
0.3636,0.5909,0.0455,1.75,1,0.6471,0.2157,0.1373,0.5455,0,BearishEngulfing
0.3,0.46,0.24,2.3333,1,0.8816,0.0,0.1184,0.1343,0,BearishEngulfing
0.3857,0.5,0.1143,1.5926,1,0.8308,0.0154,0.1538,0.2037,0,BearishEngulfing
0.2371,0.2784,0.4845,3.2174,1,0.88,0.0,0.12,0.1364,0,BearishEngulfing
0.4336,0.0973,0.469,1.3061,1,0.7697,0.0,0.2303,0.2993,0,BearishEngulfing
0.6516,0.0839,0.2645,0.5347,1,0.7239,0.0245,0.2515,0.3814,0,BearishEngulfing
0.2895,0.3026,0.4079,2.4545,1,0.5461,0.1053,0.3487,0.8313,0,BearishEngulfing
0.4468,0.1064,0.4468,1.2381,1,0.7738,0.0,0.2262,0.2923,0,BearishEngulfing
0.075,0.75,0.175,12.3333,1,0.75,0.1389,0.1111,0.3333,0,BearishEngulfing
0.675,0.325,0.0,0.4815,1,0.8667,0.0,0.1333,0.1538,0,BearishEngulfing
0.3204,0.3301,0.3495,2.1212,1,0.7901,0.0552,0.1547,0.2657,0,BearishEngulfing
0.2045,0.6023,0.1932,3.8889,1,0.7248,0.0642,0.211,0.3797,0,BearishEngulfing
0.1444,0.1556,0.7,5.9231,1,0.7327,0.1881,0.0792,0.3649,0,BearishEngulfing
0.0549,0.7253,0.2198,17.2,1,0.803,0.0,0.197,0.2453,0,BearishEngulfing
0.2356,0.2816,0.4828,3.2439,1,0.5583,0.175,0.2667,0.791,0,BearishEngulfing
0.1343,0.6119,0.2537,6.4444,1,0.5796,0.1083,0.3121,0.7253,0,BearishEngulfing
0.0144,0.5971,0.3885,68.5,1,0.3694,0.2297,0.4009,1.7073,0,BearishEngulfing
0.3854,0.1562,0.4583,1.5946,1,0.7048,0.2687,0.0264,0.4188,0,BearishEngulfing
0.4219,0.1094,0.4688,1.3704,1,0.7692,0.1329,0.0979,0.3,0,BearishEngulfing
0.0526,0.2237,0.7237,18.0,1,0.274,0.5205,0.2055,2.65,0,BearishEngulfing
0.7,0.1556,0.1444,0.4286,1,0.6145,0.0838,0.3017,0.6273,0,BearishEngulfing
0.3333,0.6667,0.0,2.0,1,0.6966,0.2207,0.0828,0.4356,0,BearishEngulfing
0.1176,0.4706,0.4118,7.5,1,0.11,0.15,0.74,8.0909,0,BearishEngulfing
0.4412,0.4853,0.0735,1.2667,1,0.7733,0.0,0.2267,0.2931,0,BearishEngulfing
0.3295,0.5114,0.1591,2.0345,1,0.5847,0.1356,0.2797,0.7101,0,BearishEngulfing
0.0323,0.2016,0.7661,30.0,1,0.8125,0.0804,0.1071,0.2308,0,BearishEngulfing
0.1892,0.1081,0.7027,4.2857,1,0.7714,0.0762,0.1524,0.2963,0,BearishEngulfing
0.5338,0.2256,0.2406,0.8732,1,0.8667,0.05,0.0833,0.1538,0,BearishEngulfing
0.74,0.23,0.03,0.3514,1,0.3248,0.0214,0.6538,2.0789,0,BearishEngulfing
0.3871,0.4516,0.1613,1.5833,1,0.75,0.1923,0.0577,0.3333,0,BearishEngulfing
0.7143,0.1238,0.1619,0.4,1,0.8566,0.0,0.1434,0.1675,0,BearishEngulfing
0.0851,0.3298,0.5851,10.75,1,0.6694,0.1736,0.157,0.4938,0,BearishEngulfing
0.6176,0.3824,0.0,0.619,1,0.766,0.1064,0.1277,0.3056,0,BearishEngulfing
0.4074,0.2593,0.3333,1.4545,1,0.7188,0.0,0.2812,0.3913,0,BearishEngulfing
0.575,0.4,0.025,0.7391,1,0.3465,0.4851,0.1683,1.8857,0,BearishEngulfing
0.2674,0.5349,0.1977,2.7391,1,0.766,0.0709,0.1631,0.3056,0,BearishEngulfing
0.275,0.475,0.25,2.6364,1,0.84,0.0,0.16,0.1905,0,BearishEngulfing
0.6838,0.1985,0.1176,0.4624,1,0.87,0.0404,0.0897,0.1495,0,BearishEngulfing
0.3804,0.5276,0.092,1.629,1,0.8901,0.0524,0.0576,0.1235,0,BearishEngulfing
0.2237,0.7237,0.0526,3.4706,1,0.55,0.15,0.3,0.8182,0,BearishEngulfing
0.4096,0.5422,0.0482,1.4412,1,0.8714,0.1214,0.0071,0.1475,0,BearishEngulfing
0.6,0.3692,0.0308,0.6667,1,0.9935,0.0065,0.0,0.0065,0,BearishEngulfing
0.0351,0.5614,0.4035,27.5,1,0.8475,0.0,0.1525,0.18,0,BearishEngulfing
0.3509,0.5526,0.0965,1.85,1,0.4755,0.4056,0.1189,1.1029,0,BearishEngulfing
0.1957,0.6739,0.1304,4.1111,1,0.6482,0.3281,0.0237,0.5427,0,BearishEngulfing
0.2717,0.7174,0.0109,2.68,1,0.8519,0.0185,0.1296,0.1739,0,BearishEngulfing
0.0952,0.3452,0.5595,9.5,1,0.7557,0.0687,0.1756,0.3232,0,BearishEngulfing
0.1449,0.5507,0.3043,5.9,1,0.6344,0.0,0.3656,0.5763,0,BearishEngulfing
0.3595,0.1046,0.5359,1.7818,1,0.7532,0.1818,0.0649,0.3276,0,BearishEngulfing
